,0,1
0,0.00878502,103.952
1,0.00878501,91.34207977
2,0.008785,11.35458167
3,0.00878388,0.72728111
4,0.00878004,15.63799169
5,0.00878003,0.91663575
6,0.00878002,0.85475785
7,0.00878,11.29999997
8,0.00876005,6.70565281
9,0.00875772,2.00584096
10,0.008756,0.07954545
11,0.00875251,1.51451184
12,0.0087522,0.18926827
13,0.00875081,0.73083977
14,0.00875,30.0
15,0.0087499,0.3484726
16,0.00874944,0.36474345
17,0.00874896,0.32553981
18,0.008746,98.5181
19,0.00874585,0.59452312
20,0.0087457,0.16670231
21,0.00874468,0.19177231
22,0.00874359,0.17840091
23,0.00874306,0.6661901
24,0.00874083,0.69103951
25,0.00874078,0.77395038
26,0.00874062,96.40033853
27,0.00874,81.1949554
28,0.00873953,0.94235465
29,0.00873933,0.26241343
30,0.0087393,0.44709898
31,0.00873889,0.58133046
32,0.00873883,0.34426805
33,0.00873761,0.66724081
34,0.00873702,0.29785219
35,0.00873568,0.46350027
36,0.00873525,0.5
37,0.00873497,0.59215123
38,0.00873376,0.26336194
39,0.00873365,25.20834977
40,0.00873354,0.30476084
41,0.00873228,0.36281132
42,0.00873156,35.91639234
43,0.00873098,0.87688242
44,0.00872975,0.21756522
45,0.00872955,0.91760858
46,0.00872879,0.31840496
47,0.00872812,17.12487658
48,0.00872722,46.205
49,0.00872615,0.23401271
50,0.00872583,0.16750267
51,0.0087253,1.49212251
52,0.00872488,98.61224071
53,0.0087248,0.177574
54,0.00872436,0.83188063
55,0.00872309,0.84804243
56,0.00872188,0.30716468
57,0.00872004,0.56649281
58,0.00871952,0.14322386
59,0.00871941,0.97161456
60,0.00871889,1.2147589
61,0.00871858,0.54073026
62,0.00871841,0.46904768
63,0.00871783,0.217118
64,0.0087173,0.52673878
65,0.00871708,1.13788682
66,0.00871655,0.60059999
67,0.00871649,3.15454344
68,0.0087158,0.17762827
69,0.00871337,0.32370321
70,0.00871288,0.54846733
71,0.00871202,1.02291875
72,0.00871153,0.07628651
73,0.00871138,0.40875843
74,0.00871054,0.19263258
75,0.00870973,0.71503205
76,0.00870968,0.32953794
77,0.00870955,0.17986587
78,0.00870948,0.18817678
79,0.00870895,0.42430603
80,0.00870885,0.34190622
81,0.00870798,0.81854115
82,0.00870713,0.85316964
83,0.008707,0.76146997
84,0.0087066,0.35454598
85,0.00870657,0.18338572
86,0.00870583,0.06041779
87,0.0087058,0.48864083
88,0.00870553,0.60478914
89,0.00870365,0.61360923
90,0.00870317,2.29799212
91,0.00870316,1.06458344
92,0.00870312,0.25001991
93,0.00870302,0.21058343
94,0.00870285,0.27592887
95,0.00870102,0.5
96,0.00870099,0.29741673
97,0.00870032,0.75195621
98,0.00870003,0.27111975
99,0.0087,2.0
100,0.00869759,0.07640876
101,0.0086975,0.34925937
102,0.00869733,0.74193229
103,0.00869704,0.23014519
104,0.00869687,0.06269476
105,0.0086964,0.73829881
106,0.00869623,0.68886747
107,0.00869406,0.060747
108,0.00869395,0.18963344
109,0.00869376,1.69117754
110,0.00869304,0.37086909
111,0.00869301,0.88758738
112,0.00869274,1.30683525
113,0.00869139,462.05
114,0.00869051,0.83344794
115,0.00868864,0.5789249
116,0.00868843,0.37125372
117,0.00868778,0.8550698
118,0.0086865,0.06963168
119,0.00868534,0.06056029
120,0.00868516,0.30221939
121,0.00868507,0.29103047
122,0.00868438,2.5
123,0.00868377,0.13279251
124,0.00868365,0.07653141
125,0.00868295,0.24723255
126,0.00868264,0.05970378
127,0.0086824,0.33942965
128,0.00868204,0.48098949
129,0.00868158,0.20266965
130,0.00868134,0.17435924
131,0.00868129,0.39133239
132,0.00868109,0.57452462
133,0.00868069,0.6477452
134,0.00868044,0.12904623
135,0.00868015,25.0
136,0.00868,50.0
137,0.00867964,0.13247078
138,0.00867925,0.79827289
139,0.0086745,0.32448095
140,0.0086743,0.64651557
141,0.0086741,0.05815303
142,0.00867384,0.14429231
143,0.00867323,0.73320435
144,0.00867082,0.48868044
145,0.00867,2.04666928
146,0.00866971,0.07665445
147,0.00866911,0.1732693
148,0.00866903,0.58760784
149,0.00866843,0.85697844
150,0.00866781,0.18797242
151,0.00866771,0.26793121
152,0.00866729,0.98357503
153,0.00866702,0.87994934
154,0.00866486,0.06070346
155,0.00866478,1.69683365
156,0.00866443,0.13308892
157,0.00866419,0.74372907
158,0.00866362,1.39132256
159,0.00866354,0.29465092
160,0.00866327,0.06981836
161,0.00866216,0.05984492
162,0.00866194,0.39611565
163,0.00866153,0.78957297
164,0.00865928,0.06099096
165,0.00865911,0.98696055
166,0.00865887,0.9540507
167,0.00865762,0.26286208
168,0.00865697,0.31669395
169,0.00865643,0.13282593
170,0.00865577,0.07677789
171,0.00865397,0.42989749
172,0.00865338,0.15860161
173,0.00865246,0.23471591
174,0.00865216,0.42522908
175,0.00865169,0.38499415
176,0.00865166,0.64991885
177,0.00865141,0.18943971
178,0.00865113,1.15270028
179,0.00865029,0.45505711
180,0.00864959,1.10509566
181,0.00864908,0.85889561
182,0.0086479,0.5
183,0.00864771,0.29294102
184,0.00864717,0.06305508
185,0.00864556,0.63208745
186,0.00864546,0.3079626
187,0.00864509,0.19173483
188,0.00864497,0.38882379
189,0.00864483,0.14477651
190,0.00864445,0.21256278
191,0.00864437,0.0608473
192,0.00864395,0.22773265
193,0.00864333,8.07848364
194,0.00864306,0.65097315
195,0.00864217,2.5
196,0.00864213,0.198864
197,0.00864183,0.07690172
198,0.00864168,0.05998673
199,0.00864025,0.2165917
200,0.00864005,0.07000605
201,0.00863943,0.84318294
202,0.00863914,0.4677792
203,0.00863913,0.27359005
204,0.00863898,0.24268673
205,0.0086385,0.82660886
206,0.00863822,0.15357334
207,0.00863721,0.34517049
208,0.0086358,1.70252772
209,0.00863322,0.13318299
210,0.00863098,0.29380673
211,0.00862973,0.86082139
212,0.00862899,0.57918159
213,0.00862829,0.50584647
214,0.00862789,0.07702596
215,0.00862773,1.36371465
216,0.00862719,0.51471619
217,0.00862712,2.28554982
218,0.008626,0.5
219,0.00862576,0.1634822
220,0.00862575,0.13368573
221,0.00862539,0.30434334
222,0.00862481,1.26758518
223,0.0086245,0.06123689
224,0.00862401,0.97083607
225,0.00862389,0.06099183
226,0.00862327,0.23833766
227,0.00862263,0.65210713
228,0.00862238,0.12991523
229,0.00862178,0.24680595
230,0.00862142,2.99837988
231,0.00862136,0.28685613
232,0.0086212,0.3121823
233,0.00862014,0.68165134
234,0.00861878,0.25976182
235,0.00861776,0.42100383
236,0.008617,0.2
237,0.00861695,0.24893186
238,0.00861682,0.07019474
239,0.00861608,0.05854463
240,0.00861582,0.14526398
241,0.00861568,1.34662499
242,0.00861433,0.46219033
243,0.00861397,0.32978908
244,0.00861396,0.07715059
245,0.00861236,0.9783703
246,0.00861216,0.56462606
247,0.008611,0.61021949
248,0.00861088,0.82391563
249,0.00861087,1.14392965
250,0.00861077,0.94043041
251,0.00861038,0.86275582
252,0.00861001,0.13354198
253,0.00860916,1.01081797
254,0.00860884,0.16217453
255,0.00860874,0.19764144
256,0.00860825,0.43286266
257,0.00860682,1.70826014
258,0.00860641,0.13398615
259,0.0086037,0.7368388
260,0.00860346,0.30894896
261,0.0086034,0.06113705
262,0.00860151,0.16948762
263,0.0086014,13.58329216
264,0.00860102,1.0
265,0.00860073,0.06027238
266,0.00860038,1.54684212
267,0.00860026,1.6047573
268,0.00860025,0.32868374
269,0.00860002,0.07727564
270,0.0086,1.0
271,0.00859996,2.5
272,0.00859969,19.07229299
273,0.00859944,0.49477059
274,0.00859895,0.50173497
275,0.00859866,0.37366287
276,0.00859821,0.58157686
277,0.00859784,0.57768928
278,0.00859764,0.28459849
279,0.00859747,0.06341956
280,0.00859625,0.43268053
281,0.00859499,0.4222424
282,0.0085936,0.72469464
283,0.00859335,0.19071971
284,0.00859288,0.33646694
285,0.00859203,0.36684579
286,0.00859194,0.25614555
287,0.00859103,0.86469896
288,0.00859095,0.68289654
289,0.00859078,1.17915835
290,0.0085907,1.42595922
291,0.00858973,0.06148481
292,0.00858971,2.71169634
293,0.00858869,0.60970649
294,0.00858837,1.02029769
295,0.00858783,0.28558087
296,0.00858707,0.19303034
297,0.00858681,0.27965763
298,0.00858662,8.4506687
299,0.00858608,0.07740108
300,0.00858561,0.17658111
301,0.00858522,0.33833465
302,0.00858475,0.41980838
303,0.00858292,0.06128296
304,0.00858268,1.47657296
305,0.00858107,0.07295729
306,0.00858087,1.16246954
307,0.00858045,0.1
308,0.00858025,0.06041623
309,0.00857953,0.07328314
310,0.00857844,0.07203878
311,0.00857784,1.71403129
312,0.00857725,8.0
313,0.00857473,0.68593064
314,0.00857438,0.39979237
315,0.00857351,1.71835223
