,0,1
316,0.00857233,0.45318601
317,0.00857214,0.07752694
318,0.00857168,0.86665088
319,0.00857046,0.25688875
320,0.00857037,0.0705752
321,0.00857007,0.2388837
322,0.00856937,15.87788629
323,0.00856926,1.00484289
324,0.00856834,0.30120537
325,0.00856805,0.36361482
326,0.00856803,0.36925988
327,0.00856773,0.13459105
328,0.0085665,0.89724275
329,0.00856612,25.30274626
330,0.00856456,0.65652819
331,0.00856452,3.0
332,0.00856432,0.13079601
333,0.0085636,0.13426578
334,0.00856326,0.28567535
335,0.0085631,0.38849832
336,0.00856277,2.5
337,0.00856261,0.63992988
338,0.00856243,0.06142957
339,0.00856166,7.91907599
340,0.00856142,0.5
341,0.00856,24.61035156
342,0.00855998,0.27551583
343,0.00855977,0.06056077
344,0.00855973,0.39091186
345,0.0085582,0.0776532
346,0.00855817,0.32237032
347,0.00855806,0.05894155
348,0.0085578,0.14624882
349,0.00855775,2.5
350,0.00855748,0.62171574
351,0.0085554,0.67526241
352,0.00855495,0.06173475
353,0.00855443,0.34703249
354,0.00855293,1.13030614
355,0.0085524,0.19042953
356,0.00855233,0.86861163
357,0.00855143,1.01540765
358,0.00855133,1.80125548
359,0.00855106,0.71462602
360,0.00855098,0.31951429
361,0.00855028,0.06999771
362,0.00854996,0.77208431
363,0.00854928,11.31503254
364,0.00854927,0.22894352
365,0.00854886,1.71984156
366,0.0085488,0.37836951
367,0.00854839,0.13489556
368,0.00854778,0.06378827
369,0.00854738,0.15033029
370,0.00854714,0.07076698
371,0.00854703,0.14804666
372,0.0085468,0.26203626
373,0.00854629,0.55636656
374,0.00854612,0.35841762
375,0.00854601,0.17770823
376,0.008546,0.4
377,0.00854468,0.33202531
378,0.00854464,0.08
379,0.00854457,0.22624787
380,0.00854444,0.06
381,0.00854433,0.50381475
382,0.00854426,0.07777988
383,0.00854384,1.768261
384,0.00854376,0.17856521
385,0.00854288,34.62448916
386,0.00854274,0.24332014
387,0.00854195,0.06157689
388,0.00854191,1.01701493
389,0.00854048,0.24995266
390,0.00854039,0.13463063
391,0.00854024,0.51578032
392,0.00854,23.36065574
393,0.00853929,0.060706
394,0.00853928,0.32537171
395,0.00853894,0.38324386
396,0.00853877,1.49693042
397,0.00853782,0.79508938
398,0.0085359,0.90432798
399,0.00853553,0.65876128
400,0.00853529,0.19201712
401,0.008535,0.08554662
402,0.00853499,12.66993845
403,0.00853479,0.25332082
404,0.00853374,0.44259844
405,0.0085335,0.83392863
406,0.0085333,1.0
407,0.00853298,0.87058127
408,0.0085304,0.68130217
409,0.00853033,0.07790697
410,0.00852914,0.42270424
411,0.00852905,0.19434348
412,0.00852887,4.23912168
413,0.00852879,0.14674626
414,0.00852852,0.31668691
415,0.00852834,0.8542741
416,0.00852802,0.16079644
417,0.00852757,0.39488159
418,0.00852735,0.70045442
419,0.00852715,0.63638496
420,0.00852647,0.51868593
421,0.00852631,0.59027762
422,0.00852514,98.03881656
423,0.00852392,0.07095981
424,0.00852283,0.12872125
425,0.0085228,0.9456986
426,0.00852255,1.79065773
427,0.00852196,0.5898291
428,0.00852147,0.06172491
429,0.00852017,0.06198673
430,0.00852,69.13229776
431,0.00851988,1.72569136
432,0.00851881,0.06085193
433,0.00851866,0.68203332
434,0.0085182,0.79498016
435,0.00851763,1.0
436,0.00851731,0.3970385
437,0.00851718,0.13499747
438,0.00851684,0.41222437
439,0.00851639,0.07803448
440,0.00851617,1.0
441,0.00851613,0.30300735
442,0.00851554,2.5
443,0.00851544,0.19192284
444,0.00851495,0.47678847
445,0.00851363,0.87255986
446,0.0085128,0.16953104
447,0.00851135,1.27530381
448,0.00850971,0.13550872
449,0.0085065,0.66100961
450,0.00850625,10.6490228
451,0.00850564,0.88471062
452,0.00850476,0.53678646
453,0.00850278,0.34042043
454,0.00850272,0.16284674
455,0.00850245,0.07816241
456,0.00850142,1.38662046
457,0.00850102,1.0
458,0.00850098,0.06187364
459,0.00850069,0.07115369
460,0.00850004,0.05934388
461,0.00850003,11.55179197
462,0.0085,4.33941176
463,0.00849978,0.1472471
464,0.008499,4.53380197
465,0.00849868,1.08066007
466,0.00849834,0.06099856
467,0.00849808,0.06416131
468,0.00849706,0.33103383
469,0.00849619,0.25059939
470,0.0084957,0.26700338
471,0.00849555,0.2305801
472,0.00849525,0.26369732
473,0.0084945,0.15074669
474,0.00849429,0.27494381
475,0.00849428,0.87454747
476,0.00849398,0.13536632
477,0.00849369,0.25807762
478,0.0084931,0.62463176
479,0.0084924,0.18067514
480,0.00849165,0.53685001
481,0.00849141,1.0
482,0.00849094,0.39202414
483,0.0084909,1.73158109
484,0.0084904,0.1
485,0.00849037,0.1358174
486,0.00849,0.5
487,0.00848933,0.33393684
488,0.00848851,0.07829075
489,0.00848834,1.25939951
490,0.00848807,0.25106725
491,0.00848616,0.07387373
492,0.00848582,0.32390376
493,0.0084854,0.06224077
494,0.00848496,0.3825734
495,0.0084847,1.15918929
496,0.00848402,10.0
497,0.00848369,0.92196573
498,0.0084805,0.0620231
499,0.00848026,3.0
