,0,1
316,0.00907623,1.2
317,0.00907799,19.0224
318,0.00907883,0.37075838
319,0.00907901,0.43623773
320,0.00907988,0.20020637
321,0.00908256,0.5
322,0.0090833,0.90532118
323,0.00908484,0.0553674
324,0.00908561,12.5900227
325,0.0090876,2.86878545
326,0.00908854,8.0
327,0.00908914,1.28594412
328,0.00908997,1.0
329,0.00909,12.0
330,0.009092,3.94527542
331,0.00909215,0.35324569
332,0.00909261,1.16219857
333,0.00909351,0.45764143
334,0.00909357,0.5
335,0.0090949,0.54691599
336,0.00909504,0.16594569
337,0.00909808,11.29010785
338,0.0090984,0.16405993
339,0.00909937,25.86183204
340,0.00909998,0.46020762
341,0.0091,327.74913231
342,0.00910062,0.114647
343,0.00910101,12.42093607
344,0.00910143,0.29076143
345,0.009103,10.15913524
346,0.00910426,0.17272713
347,0.00910458,0.05916834
348,0.00910476,0.48197214
349,0.00910491,2.5
350,0.00910612,0.63497086
351,0.00910618,23.06281354
352,0.00910793,0.98266995
353,0.00910997,0.46478763
354,0.00911,19.71238748
355,0.00911015,2.42088109
356,0.00911025,0.06927499
357,0.00911037,0.2
358,0.00911111,0.45
359,0.009112,330.26156053
360,0.00911214,45.35490647
361,0.00911306,3.24627412
362,0.00911473,0.21741064
363,0.00911501,0.91758375
364,0.00911681,0.7341504
365,0.00911758,1.07339614
366,0.00911871,0.38819942
367,0.0091193,0.56245042
368,0.00912154,0.29245799
369,0.00912609,0.56746423
370,0.00912628,0.3818965
371,0.00912657,0.08915631
372,0.009127,0.72783026
373,0.00912702,19.59770329
374,0.00912739,0.14672131
375,0.009128,43.34750367
376,0.00912941,0.50746965
377,0.0091297,1.0
378,0.00912998,0.60405421
379,0.00913,11.26887536
380,0.0091301,2.30567652
381,0.00913076,0.30164157
382,0.00913327,0.06916362
383,0.00913359,0.50463376
384,0.00913377,3.23324996
385,0.00913601,0.14042199
386,0.0091373,5.0
387,0.00913762,0.16796743
388,0.0091387,0.14745181
389,0.00913925,0.97198259
390,0.00914,1.38302597
391,0.00914043,0.37841769
392,0.00914087,1.27616049
393,0.00914141,0.28320736
394,0.00914233,0.12470308
395,0.00914257,41.67767375
396,0.00914404,0.18151632
397,0.00914479,0.39366191
398,0.00914504,0.05752478
399,0.00914712,2.5
400,0.00914743,9.57733049
401,0.00914884,0.26097843
402,0.00914894,0.25046141
403,0.00915079,0.22704822
404,0.0091511,0.66091937
405,0.00915438,1.61387312
406,0.00915625,0.0690526
407,0.0091563,0.53313902
408,0.00915672,0.23083594
409,0.00915812,0.34845216
410,0.00916084,6.06771
411,0.00916129,0.70813547
412,0.00916314,15.17614672
413,0.00916315,3.74984443
414,0.00916326,0.51118923
415,0.00916739,0.209137
416,0.00916791,0.23369478
417,0.00916855,0.41222155
418,0.00916872,0.07446193
419,0.00916895,0.45744104
420,0.00917,1.5
421,0.00917101,0.39815481
422,0.00917103,0.14299665
423,0.00917164,0.22129705
424,0.00917188,0.19111926
425,0.00917217,0.72482421
426,0.0091725,1.03700042
427,0.00917353,0.29402795
428,0.00917484,0.54958973
429,0.00917643,0.72831075
430,0.00917777,1.45823167
431,0.00917875,0.31070075
432,0.00917885,0.17228065
433,0.00917921,0.06894194
434,0.00917966,0.53712128
435,0.00918,0.35
436,0.00918172,0.27748014
437,0.00918313,0.66106195
438,0.0091834,19.71989189
439,0.00918383,0.39843515
440,0.0091842,0.19967285
441,0.00918543,0.5
442,0.009187,30.0
443,0.0091876,0.13671661
444,0.00918801,87.51656015
445,0.0091883,0.86396672
446,0.00918933,2.5
447,0.0091896,0.31425904
448,0.00919191,0.28085736
449,0.00919432,0.05752478
450,0.0091944,0.35926164
451,0.00919452,0.46602844
452,0.00919484,0.2546764
453,0.00919526,0.18
454,0.00919579,0.56339
455,0.0091963,0.40114797
456,0.00919699,0.26763865
457,0.00919837,0.16037276
458,0.00919906,0.68812211
459,0.00919998,23.88529716
460,0.0092,416.07354989
461,0.00920062,11.52151675
462,0.00920096,0.43998199
463,0.00920165,3.07009427
464,0.00920166,1.15953108
465,0.00920199,0.24150386
466,0.00920215,0.06883163
467,0.00920501,0.29529982
468,0.00920504,0.75267278
469,0.00920705,0.1069867
470,0.0092073,0.06690945
471,0.00920896,1.60849355
472,0.00920947,0.99
473,0.00921,50.0
474,0.00921033,0.15377845
475,0.00921039,0.14465778
476,0.00921147,0.98248132
477,0.00921187,10.0
478,0.0092127,0.33960357
479,0.00921325,0.27453261
480,0.00921485,0.26977135
481,0.00921538,0.40050558
482,0.00921907,0.30571466
483,0.00922222,1.0
484,0.00922322,2.5
485,0.00922363,0.36915934
486,0.00922637,0.38016411
487,0.00922642,0.41538809
488,0.00922686,0.6600059
489,0.0092287,2.92614913
490,0.00922999,0.45
491,0.00923,5.83947457
492,0.00923073,0.51266743
493,0.00923124,0.77211439
494,0.00923154,2.5
495,0.00923233,0.07284791
496,0.00923263,0.83102231
497,0.00923414,31.33760014
498,0.0092349,2.58187887
499,0.00923873,5.37271015
